gabriel,M,NA,9_6_2017,1:22,1,0,NA,10,5,14,DH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,2050,DSN,0.06776436781609194,0.505080459770115,4.166666666666667,6,54.5,6.737500000000002,0.18775751124389345,0.08522206868378827,0.9629629629629629,11.833333333333334,5.343750000000002,0.10682065407829153,0.5917746343180567,0.5593344217982923,6,6,3,1,2,3,1,2,0.5649674204676122,0.7140486980566864,0.5709249121607773,0.10336538461538422,1,0.6263205730871846,1,2,2,0.8667000237146567,0.16637842211630044,0.2936597216981074,0.7490842427053411,low,low,1,1,11.192600000000002,42.4674,11.192600000000002,0.5,2,1,1,0.6166470102283587,0.5765619859008563
gretchen,F,NA,10_17_2017,9:24,1,0,NA,17,6,18,DH,1280,R,13,592.6166666666667,-37.89999999999998,0,8.59010011123471,0.7909840639623269,0.5666666666666667,-0.005339265850945504,-0.005339265850945504,0.006051268264239885,0,1,0,0,F,2879,NDS,0.17637547892720307,0.41888888888888887,6.333333333333333,6.777777777777778,108.44444444444444,2.205555555555555,0.12769158927412116,0.6524675072522353,0.6790123456790124,25,19.38333333333333,0.13932826997928593,0.5798771221679269,0.5556768558951964,9,8,2,3,3,2,3,2,0.6842313787638669,1,0.2113526570048309,0.7227074235807857,1,0.5,2,2,2,0.030314825143480034,0.546493595406582,0.005711008775698185,0.8210975835519595,low,low,1,1,39.69285714285714,18.1098,39.69285714285714,0.3333333333333333,2,3,1,0.6318613452562326,0.7409024745269286
wendy,F,NA,8_31_2017,12:07,1,0,NA,20,4,5,DH,1280,R,21,597.1666666666666,-360.69999999999993,0.5,10.822469410456065,0.6322798559025433,0.55,-0.013014460511679647,-0.013014460511679647,0.027020993970902636,0,1,0,0,F,3437,NSD,0.23418007662835252,0.329272030651341,7.333333333333333,10.11111111111111,94.55555555555556,2.566666666666667,0.1434615957506578,0.5391887978179163,1,25.22222222222222,1.2124999999999997,0.1161088312561104,0.49369367024178457,0.5337161814632942,9,9,3,3,3,3,3,3,0.6112499999999996,0.44186888808402736,0.3373246664385904,0.7338582677165353,0.6600000000000001,0.2804878048780489,1,2,2,0.06515107463068219,0.9190679644104038,0.25645194014304007,0.6636585138945696,low,low,1,1,3.9874999999999994,5.7178571428571425,3.9874999999999994,0.5,2,2,3,0.4634811848408725,0.5581153575315281
gilly,F,NA,10_31_2017,1:06,1,0,NA,36,9,414,DH,1280,L,30,763.6666666666666,42.89999999999998,0,-5.074527252502777,0.01351629161107218,0.3333333333333333,0.004894327030033366,0.004894327030033366,0.8323252952633133,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
wes,M,NA,10_17_2017,10:29,1,0,NA,285,15,97,DH,1280,L,7,664.1833333333333,NA,NA,-3.032369299221357,0.6114578145199779,0.48333333333333334,0.0041156840934371405,0.0041156840934371405,0.0402737463613916,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
watson,M,NA,9_13_2017,12:06,0,0,NA,NA,28,33,DH,1280,R,0,593.1166666666667,NA,NA,0.23259176863182432,0.583328989702022,0.55,-1.1123470522803562e-4,-1.1123470522803562e-4,0.006757228794922884,0,1,NA,NA,M,1968,DNS,0.12693965517241376,0.19114224137931035,4.375,4.5,32.375,13.6425,0.13738047089870575,0.05042897703260567,0.8194444444444444,9.75,3.8125,0.18823695811384103,0.44566332182800933,0.43201647193976944,8,8,3,3,2,3,3,2,0.271018593371059,0.5554896142433235,0.44530892882336304,0,1,0.1527724021273239,0,1,1,0.4247106210708153,0.5831368486567914,0.12429478504790943,0.6590640627067738,low,non,1,0,14.733,27.59,14.733,0.5,2,1,1,0.42393904547924854,0.38425746737577465
gina,F,NA,9_13_2017,11:10,0,0,NA,NA,5,10,DH,1280,L,13,625.35,61.40000000000009,0,-6.157397107897673,0.5123215778532472,0.5166666666666667,0.005005561735261397,0.005005561735261397,0.06311135935195457,0,0,0,0,F,2687,DNS,0.2641992337164751,0.331,5.777777777777778,4.555555555555555,55.111111111111114,3.7243333333333326,0.031398155821618735,0.4299974883069167,0.9259259259259259,17.77777777777778,3.937500000000001,0.04925002698064154,0.5345077365698145,0.4000356956239309,9,8,3,3,3,3,3,2,0.8803087209542285,0.6056711201307848,0.5336153051689373,0,0.07501083971672186,0.5626373626373625,2,0,0,0.24513004845176012,0.7669476597097331,0.0019311912804944142,0.8835658386254671,non,low,0,0,50.29116666666667,42.492,50.29116666666667,0.5,3,3,2,0.6731983820846502,0.2125494007846948
gail,F,NA,8_31_2017,11:10,0,0,NA,NA,8,12,DH,1280,R,24,559.0166666666667,-30.700000000000045,0.09999999999999998,4.576529477196895,0.8771292794530159,0.6,-0.006674082313681866,-0.006674082313681866,0.005764567160036133,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gemma,F,NA,12_13_2017,12:18,0,0,NA,NA,1,13,KW,640,L,0,584.0666666666667,NA,NA,-13.301446051167968,0.900377432955656,0.5333333333333333,0.012458286985539484,0.012458286985539484,0.026089878978692423,0,1,NA,NA,F,2823,NSD,0.035632183908045977,0.0568007662835249,2.6666666666666665,4.333333333333333,36.22222222222222,12.03888888888889,0.10916545959922075,0.14864530312306712,0.8148148148148148,7.444444444444445,13.037500000000001,0.15109254849613993,0.43452735202202486,0.42079682420169956,9,8,3,3,3,3,3,2,0.4261127596439169,0.4305804907241174,0.20684931506849316,0,0.22568093385213994,0.5,0,0,0,0.24334034629500295,0.6117679367174873,0.008706840098416364,0.7196107398947735,non,non,0,0,51.81,23.729166666666668,51.81,0,1,1,0,0.35451418847884253,0.24189364461737997
gordon,M,NA,12_13_2017,12:00,0,0,NA,NA,1,19,KW,640,L,0,709.8666666666667,NA,NA,-4.610901001112344,0.235723285098948,0.4666666666666667,0.004004449388209114,0.004004449388209114,0.08373171134385629,0,0,NA,NA,M,2156,NSD,0.39620689655172414,0.2227241379310345,5.222222222222222,3.6666666666666665,22.22222222222222,12.283555555555555,0.3072740669625391,0.29944476660937996,0.7283950617283951,5.777777777777778,53.55833333333333,0.18590885790996087,0.18069139441454982,0.3333333333333333,7,3,1,3,3,0,1,2,0.0380204042836323,0.1269951422623176,0,NA,1,0,0,1,1,0.010593674990106368,0.05024291912937796,0,0.7728299926844475,low,non,1,0,94.125,86.32514285714286,94.125,0.6666666666666666,1,1,2,0.055005182181983296,0.5
wahida,F,NA,12_3_2017,3:45,0,0,NA,NA,4,23,BW,1280,L,11,651.3,62.5,-0.10000000000000003,-6.434260289210237,0.8510690389766766,0.48333333333333334,0.006785317018909901,0.006785317018909901,0.0402737463613916,0,1,0,0,F,1535,SDN,0.1504022988505747,0.568639846743295,5.333333333333333,6.555555555555555,47.666666666666664,3.9138888888888888,0.07908255438933608,0.5632272373161497,0.7160493827160493,14,2.9166666666666665,0.20494942350154113,0.271544319251127,0.44736405048875383,8,8,3,3,2,3,3,2,0.45445920303605297,0.06848802395209569,0.1476306196840823,0.7073170731707311,0,0.4357976653696498,0,1,1,0.03823246836309187,0.13952696844257642,0.007763569804689938,0.608247652417139,low,non,1,0,55.325,25.54,25.005000000000003,0.6666666666666666,1,2,1,0.22352594889074365,0.381038246180127
willis,M,NA,8_24_2017,2:25,0,0,NA,NA,3,22,DH,1280,L,7,661.1333333333333,NA,NA,-4.456284760845378,0.816611475372431,0.4666666666666667,0.005561735261401554,0.005561735261401554,0.136160094659093,0,0,NA,NA,M,2235,SDN,0.07720306513409961,0.18,3.5555555555555554,4.222222222222222,26.88888888888889,32.61666666666667,0.11760762639027665,0.24779131387831022,0.7222222222222222,5.125,5.149999999999999,0.053401018900178884,0.232649123508876,0.14480711233978386,8,8,3,3,3,3,3,3,0.4764285714285714,0.015558698727015487,0.11240992794235394,0,0,0,0,0,0,0.02433433800009984,0.05747074469647431,5.870842036764304e-4,0.08070813375119286,non,non,0,0,67.275,5.787499999999999,67.275,0,1,1,0,0.20146573269931362,0
waldhurga,F,NA,10_10_2017,1:07,0,0,NA,NA,8,56,DH,1280,L,8,645.6333333333333,NA,NA,-3.6102335928809888,0.8858517600588698,0.48333333333333334,0.007452725250278088,0.007452725250278088,0.07383371816783324,0,0,NA,NA,F,3066,SND,0.33371647509578545,0.05986590038314177,2.5555555555555554,2.4444444444444446,18.555555555555557,14.630555555555556,0.14620931948453122,0.052960564031855284,0.6666666666666666,4.444444444444445,24.995833333333337,0.14664021717244693,0.41259204442701325,0.1963470319634703,9,6,3,3,3,2,2,2,0.4285209684670219,0.44810704960835496,0.3027586206896551,0.5,0,0.08904109589041093,0,0,0,0.6451568532689372,0.44360727160540814,4.580370978032415e-4,0.1824224394517357,non,non,0,0,63.875,72.102125,63.875,0.5,2,1,2,0.39312887958834397,0.1963470319634703
gibson,M,NA,12_13_2017,11:42,0,0,NA,NA,4,84,KW,640,L,0,659.9333333333333,NA,NA,13.936373748609578,0.9208039719250427,0.48333333333333334,-0.011234705228031144,-0.011234705228031144,0.11146452624631825,0,0,NA,NA,M,2023,NSD,0.2502413793103448,0.4854214559386973,5.888888888888889,4.888888888888889,50,3.6821111111111104,0.20236776888329194,0.5497352811488319,0.654320987654321,7.777777777777778,15.10375,0.12823554709543245,0.3214310815760527,0.2562157606405394,8,6,3,2,3,2,1,3,0.5266666666666666,0.1996775679410413,0,0.7686472819216184,0,0,0,1,1,0.1537721438967483,0.18570792180274728,0.006840978047058498,0.2665205258050108,low,non,1,0,39.583,16.192142857142855,39.583,0.5,1,1,1,0.24211474486923598,0.25621576064053947
grant,M,NA,10_10_2017,2:09,0,0,NA,NA,3,107,DH,1280,R,5,671.2666666666667,NA,NA,-6.420912124582874,0.4482827390974172,0.4666666666666667,0.007119021134593991,0.007119021134593991,0.04168747031892767,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,F,NA,10_10_2017,12:45,0,0,NA,NA,7,131,DH,1280,L,5,693.7166666666667,NA,NA,-5.7678531701891,0.4526753082166181,0.43333333333333335,0.00600667408231368,0.00600667408231368,0.1765737852314665,0,0,NA,NA,F,2868,SND,0.33876245210727973,0.16628352490421455,15.11111111111111,7.111111111111111,97.77777777777777,1.5283333333333333,0.1487346002613707,0.24754502511423127,0.9753086419753086,23.333333333333332,2.497499999999999,0.11183859864431524,0.4921498497267916,0.6780586730702488,9,9,3,3,3,3,3,3,0.5974594831362242,0.4218262694504137,0.4967339557884638,1,0.4007790845756236,1,0,2,2,0.5688024737557376,0.8517170880490149,0.02516289954483832,0.18462451562339968,low,non,1,1,17.58175,16.35611111111111,17.58175,0.5,1,3,2,0.5053399027917006,0.8002596948585412
willow,F,NA,8_31_2017,11:48,0,0,NA,NA,9,157,DH,1280,R,16,668.55,410.20000000000005,-0.4,-3.8991101223581843,0.9853155607917649,0.4666666666666667,0.001334816462736362,0.001334816462736362,0.04168747031892767,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
garrett,M,NA,9_6_2017,1:01,0,0,NA,NA,39,247,DH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
george,M,NA,8_31_2017,10:30,0,0,NA,NA,43,294,DH,1280,R,7,651.6333333333333,NA,NA,3.4100111234705324,0.8539746807231009,0.4666666666666667,-2.224694104560619e-4,-2.224694104560619e-4,0.136160094659093,0,0,NA,NA,M,2222,NSD,0.10057471264367816,0.12442528735632184,2.3333333333333335,3.111111111111111,26.11111111111111,9.702777777777778,0.040967673934491855,0.1667846951803031,0.7160493827160493,9.666666666666666,3.920833333333334,0.38313220764017347,0.4974310363413205,0.46997150091047424,9,9,3,3,3,3,3,3,0.28077416096954644,0.8544355946168636,0.5004376367614878,0,1,0.36833046471600683,1,1,1,0.2827154871869001,0.9828566660200055,0.005897970368718591,0.8029638744383367,low,low,1,0,30.017857142857142,40.8125,30.017857142857142,0.3333333333333333,2,2,1,0.5452157974492993,0.45611015490533563
whitney,F,NA,9_6_2017,3:11,0,0,NA,NA,5,283,DH,800,R,24,708.2666666666667,-135.51999999999998,0.19999999999999996,10.861846496106788,0.42224550532627136,0.4,-0.012903225806451608,-0.012903225806451608,0.19411658913000682,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gabi,F,NA,9_13_2017,10:50,0,0,NA,NA,3,284,DH,1280,L,5,596.5166666666667,NA,NA,16.208120133481653,0.9208283097805237,0.55,-0.020133481646273637,-0.020133481646273637,0.006757228794922884,0,1,NA,NA,F,3248,DNS,0.18208812260536397,0.24942528735632186,8.222222222222221,5.333333333333333,71.44444444444444,8.744444444444445,0.05749309767445684,0.34368155319469224,0.7530864197530864,24.555555555555557,2.4949999999999988,0.13972866410803308,0.4527042927173649,0.39140369769017325,9,9,3,3,3,3,3,3,0.3236174885206627,0.5873799725651574,0.4104833219877467,0,0.10238907849829347,1,0,1,1,0.47208570344470296,0.3791944849834288,0.008941473303282647,0.46313073982173036,low,non,1,0,25.457142857142856,15.174999999999999,19.705,0.6,1,1,2,0.44049359435785557,0.36746302616609783
gavin,M,NA,9_6_2017,1:42,0,0,NA,NA,NA,NA,DH,800,L,0,672.08,NA,NA,-4.99808676307008,0.5508979536696876,0.4666666666666667,0.005339265850945484,0.005339265850945484,0.04168747031892767,0,1,NA,NA,M,1992,DSN,0.14453448275862069,0.8208333333333333,2.6666666666666665,5.833333333333333,32.333333333333336,3.8040000000000003,0.10106178584433265,0.6855170839521483,0.6666666666666666,7.166666666666667,18.9295,0.076251628843512,0.45984590778030077,0,6,2,3,1,2,0,1,1,1,0.5015301750520259,0.12877263581488937,NA,0,0,1,0,0,0.16218157441337935,0.8384659109907322,NA,NA,non,low,0,0,97.5875,52.46475,97.5875,0,1,0,0,0.5434342702889717,0
wile,M,NA,12_13_2017,11:18,0,0,NA,NA,NA,NA,KW,640,R,0,628.4666666666667,NA,NA,3.4460511679644057,0.9500948892132121,0.5166666666666667,-0.003670745272525028,-0.003670745272525028,0.01688382331535521,0,1,NA,NA,M,2236,NSD,0.092911877394636,0.727911877394636,3.6666666666666665,7.777777777777778,55.77777777777778,3.019444444444444,0.12414822805533354,0.591361614484115,0.7901234567901234,16.555555555555557,14.04375,0.20085932900937653,0.5128424786944414,0.5255555555555558,9,6,3,3,3,2,1,3,0.3764434180138572,0.5877712031558194,0.5990566037735849,0.5,1,0.5000000000000006,0,1,1,0.007103019293365086,0.359375,0.1943524878889278,0.8951588301056221,low,non,1,0,26.440624999999997,28.605555555555554,26.440624999999997,0.5,2,1,2,0.52109040831442055,0.6666666666666669
garfield,M,NA,10_31_2017,1:27,0,0,NA,NA,NA,NA,DH,1280,L,5,664.9,NA,NA,-4.773303670745277,0.9647645479838374,0.48333333333333334,0.002558398220244713,0.002558398220244713,0.07383371816783324,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
garrison,M,NA,10_10_2017,1:46,0,0,NA,NA,NA,NA,DH,1280,R,5,607.2,NA,NA,2.095661846496103,0.4158517668070445,0.5333333333333333,-0.0022246941045606307,-0.0022246941045606307,0.007053932516182895,0,1,NA,NA,M,2160,SND,0.43984674329501916,0.43703448275862067,2,6.333333333333333,39.22222222222222,6.352777777777778,0.23064686973040943,0.2225545376448234,0.9382716049382716,11.555555555555555,9.793624999999999,0.21165921652425002,0.4792582637058709,0.3688902084917123,9,9,3,3,3,3,3,3,0.42070051160960237,0.35780496848350013,0.6315614617940198,0.4608695652173923,0.04255319148936162,0.40650406504065006,1,0,0,0.44469177390080183,0.7185483438821278,0.03136490382946421,0.33462680974788683,non,low,0,0,19.927666666666667,16.69475,19.927666666666667,0.5,1,1,3,0.4700223139623741,0.303308940582468
gertrude,F,NA,8_24_2017,1:20,0,0,NA,NA,NA,NA,DH,1280,L,9,695.4333333333333,NA,NA,-7.124805339265847,0.5387101568117925,0.45,0.005450500556173522,0.005450500556173522,0.1584996027250176,0,0,NA,NA,F,2878,SDN,0.2509348659003831,0.22105363984674328,7.444444444444445,8.777777777777779,48.77777777777778,3.2499999999999996,0.1351316790983879,0.24952560457110884,0.8765432098765432,14.555555555555555,32.854166666666664,0.5537861000873793,0.47988116526981145,0.4423868312757202,9,6,3,3,3,2,2,2,0.24587458745874538,0.5436241610738257,0.36163522012578603,0.32716049382716056,0.5,0.5,0,0,0,0.3165691513909684,0.8742063786681604,0.029823872693191013,0.8241408957418852,non,non,0,0,37.46071428571429,72.849375,37.46071428571429,0.6666666666666666,2,2,2,0.38371132288611903,0.4423868312757202
wayne,M,NA,9_13_2017,11:48,0,0,NA,NA,NA,NA,DH,1280,R,4,691.15,NA,NA,1.74582869855395,0.6296188371896847,0.45,-0.00300333704115684,-0.00300333704115684,0.0904819165832589,0,0,NA,NA,M,2115,DNS,0.18812260536398465,0.05488505747126438,4.888888888888889,6.888888888888889,40,9.591666666666667,0.09405797416910865,0.1111791868882057,0.9259259259259259,9.444444444444445,3.2812500000000018,0.060910457167838356,0.5050366274164041,0.48743479338805656,9,9,3,3,3,3,3,3,0.475184956843403,0.5103873055642552,0.4254234953863105,0.36581196581196573,0.5623268698060943,0.3055555555555563,0,0,0,0.618006065812831,0.9507148531423681,0.20633369855394812,0.926348008352263,non,non,0,0,15.581833333333336,39.861714285714285,17.954,0.5,2,2,2,0.47033191926465623,0.4112314637245388
wilhelmina,F,NA,10_31_2017,3:28,0,0,NA,NA,NA,NA,DH,1280,R,18,628.55,-158,0.09999999999999998,-2.2459399332591725,0.8424363327458608,0.5166666666666667,0.003670745272525028,0.003670745272525028,0.03193918575366931,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winnifred,F,NA,10_10_2017,1:26,0,0,NA,NA,NA,NA,DH,1280,L,1,592.7333333333333,NA,NA,6.092102335928805,0.9618304150573668,0.55,-0.00634037819799778,-0.00634037819799778,0.006757228794922884,0,1,NA,NA,F,2351,SND,0.32871264367816094,0.2495632183908046,2.888888888888889,5.777777777777778,45.888888888888886,4.488777777777778,0.271507281237357,0.18036877299684934,0.9135802469135802,12.11111111111111,5.6138,0.15644288326715705,0.44508408445927095,0.6837208830247233,9,9,3,3,3,3,3,3,0.49907900465521277,0.45582227570700207,0.1534937919395669,1,0.7841530054644807,0.8325456323337679,0,3,2,0.9508740739010592,0.5574010478751241,0.010071513627982106,0.22779999398822906,low,non,1,1,43.442499999999995,17.868875,8.713000000000001,0.6,2,2,2,0.3694650241005939,0.8722328792660828
winona,F,NA,8_24_2017,1:02,0,0,NA,NA,NA,NA,DH,1280,L,1,621.1,NA,NA,-2.155283648498331,0.4889152118388685,0.5166666666666667,0.0027808676307007805,0.0027808676307007805,0.03193918575366931,0,1,NA,NA,F,3227,SDN,0.3596206896551724,0.35395785440613026,5.444444444444445,9.444444444444445,135.33333333333334,1.4746666666666666,0.23219107579754977,0.3848741037372198,0.8518518518518519,19,1.6968571428571428,0.07528158272563826,0.46399193901809427,0.5562477857926704,9,9,3,3,3,3,3,3,0.20494936695381824,0.8252181332746141,0.39776084375603954,0.24952015355086368,0.79155238617663215,0.6940418679549114,1,2,2,0.05572961676039821,0.7491975845590193,0.10007491563341936,0.6901769383742762,low,low,1,1,8.920857142857143,10.709111111111111,8.920857142857143,0.5714285714285714,1,2,2,0.47597611466149065,0.5783714692274691
